기준연월	지역명	지역코드	법정동	아파트	거래금액	년	월	일	건축년도	전용면적	층
202006	서울특별시종로구	11110	 내수동	경희궁의아침2단지	   170,000	2020	6	22	2004	174.55	10
202006	서울특별시종로구	11110	 익선동	현대뜨레비앙	    36,000	2020	6	2	2003	48.54	9
202006	서울특별시종로구	11110	 익선동	운현신화타워	    47,000	2020	6	18	1998	50.31	14
202006	서울특별시종로구	11110	 인의동	효성쥬얼리시티	    71,000	2020	6	7	2006	84.98	8
202006	서울특별시종로구	11110	 인의동	효성쥬얼리시티	    75,000	2020	6	20	2006	84.7	11
202006	서울특별시종로구	11110	 인의동	효성쥬얼리시티	    86,000	2020	6	29	2006	98.39	15
202006	서울특별시종로구	11110	 인의동	효성쥬얼리시티	    86,000	2020	6	30	2006	98.39	15
202006	서울특별시종로구	11110	 인의동	효성쥬얼리시티	   124,000	2020	6	30	2006	169.86	19
202006	서울특별시종로구	11110	 명륜2가	아남1	    89,500	2020	6	4	1995	84.9	4
202006	서울특별시종로구	11110	 명륜2가	아남1	    89,900	2020	6	13	1995	84.9	8
202006	서울특별시종로구	11110	 창신동	창신쌍용1	    75,300	2020	6	1	1992	106.62	13
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    56,500	2020	6	2	1993	79.87	5
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    46,500	2020	6	2	1993	54.7	2
202006	서울특별시종로구	11110	 창신동	창신쌍용1	    67,000	2020	6	3	1992	79.87	12
202006	서울특별시종로구	11110	 창신동	동대문맨션	    33,500	2020	6	5	1973	83.83	3
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    49,500	2020	6	6	1993	54.7	6
202006	서울특별시종로구	11110	 창신동	창신쌍용1	    64,000	2020	6	7	1992	79.87	8
202006	서울특별시종로구	11110	 창신동	MID그린(8동)	    28,000	2020	6	8	2002	59.01	1
202006	서울특별시종로구	11110	 창신동	창신쌍용1	    52,500	2020	6	8	1992	54.7	7
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    75,000	2020	6	9	1993	106.62	8
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    57,800	2020	6	12	1993	79.87	8
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    76,000	2020	6	12	1993	106.62	8
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    51,900	2020	6	13	1993	64.66	10
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    53,000	2020	6	13	1993	64.66	7
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    51,000	2020	6	13	1993	64.66	5
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    58,000	2020	6	14	1993	79.87	7
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    56,000	2020	6	14	1993	79.87	8
202006	서울특별시종로구	11110	 창신동	창신쌍용1	    61,800	2020	6	15	1992	79.87	2
202006	서울특별시종로구	11110	 창신동	창신쌍용1	    63,800	2020	6	16	1992	79.87	4
202006	서울특별시종로구	11110	 창신동	창신쌍용1	    54,800	2020	6	16	1992	54.7	5
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    55,000	2020	6	17	1993	79.87	3
202006	서울특별시종로구	11110	 창신동	유성	    34,000	2020	6	17	1996	59.94	2
202006	서울특별시종로구	11110	 창신동	일우	    34,500	2020	6	18	2002	59.3	6
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    63,000	2020	6	18	1993	79.87	7
202006	서울특별시종로구	11110	 창신동	동대문	    40,000	2020	6	18	1966	28.8	2
202006	서울특별시종로구	11110	 창신동	창신쌍용1	    77,000	2020	6	19	1992	106.62	3
202006	서울특별시종로구	11110	 창신동	두산	    86,800	2020	6	20	1999	84.9	10
202006	서울특별시종로구	11110	 창신동	창신쌍용1	    51,600	2020	6	20	1992	54.7	2
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    51,000	2020	6	20	1993	64.66	8
202006	서울특별시종로구	11110	 창신동	두산	    65,000	2020	6	20	1999	59.95	19
202006	서울특별시종로구	11110	 창신동	두산	    88,000	2020	6	22	1999	84.9	10
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    74,000	2020	6	23	1993	115.53	9
202006	서울특별시종로구	11110	 창신동	동대문	    35,000	2020	6	23	1966	28.8	4
202006	서울특별시종로구	11110	 창신동	창신쌍용2	    59,000	2020	6	24	1993	79.87	6
202006	서울특별시종로구	11110	 창신동	브라운스톤창신	    69,000	2020	6	26	2006	84.87	12
202006	서울특별시종로구	11110	 창신동	창신쌍용1	    55,000	2020	6	27	1992	54.7	11
202006	서울특별시종로구	11110	 창신동	동대문	    40,000	2020	6	29	1966	28.8	2
202006	서울특별시종로구	11110	 창신동	창신쌍용1	    58,000	2020	6	30	1992	54.7	2
202006	서울특별시종로구	11110	 창신동	창신쌍용1	    56,900	2020	6	30	1992	54.7	4
202006	서울특별시종로구	11110	 숭인동	종로센트레빌	    71,200	2020	6	1	2008	59.92	10
202006	서울특별시종로구	11110	 숭인동	종로센트레빌	    71,500	2020	6	10	2008	59.92	1
202006	서울특별시종로구	11110	 숭인동	종로중흥S클래스	    13,600	2020	6	10	2013	19.466	9
202006	서울특별시종로구	11110	 숭인동	종로센트레빌	    82,000	2020	6	13	2008	84.92	4
202006	서울특별시종로구	11110	 숭인동	종로청계힐스테이트	    93,000	2020	6	13	2009	84.9478	18
202006	서울특별시종로구	11110	 숭인동	종로센트레빌	    72,000	2020	6	15	2008	59.92	3
202006	서울특별시종로구	11110	 숭인동	숭인상가	    42,000	2020	6	15	1979	80.85	8
202006	서울특별시종로구	11110	 숭인동	종로센트레빌	    94,000	2020	6	16	2008	114.67	9
202006	서울특별시종로구	11110	 숭인동	삼전솔하임4차	    13,500	2020	6	17	2014	15.09	16
202006	서울특별시종로구	11110	 숭인동	숭인한양LEEPS	    11,200	2020	6	18	2014	12.78	8
202006	서울특별시종로구	11110	 숭인동	버넷하임1	    12,900	2020	6	24	2013	17.96	12
202006	서울특별시종로구	11110	 숭인동	종로센트레빌	    74,900	2020	6	30	2008	59.92	9
202006	서울특별시종로구	11110	 평동	경희궁자이(3단지)	   141,500	2020	6	3	2017	59.855	7
202006	서울특별시종로구	11110	 평동	경희궁자이(3단지)	   170,000	2020	6	17	2017	84.836	4
202006	서울특별시종로구	11110	 평동	경희궁자이(3단지)	   169,000	2020	6	18	2017	84.836	9
202006	서울특별시종로구	11110	 평동	경희궁자이(3단지)	   137,000	2020	6	20	2017	59.855	3
202006	서울특별시종로구	11110	 평동	경희궁자이(3단지)	   140,000	2020	6	29	2017	59.855	5
202006	서울특별시종로구	11110	 홍파동	경희궁자이(2단지)	   149,500	2020	6	12	2017	77.974	5
202006	서울특별시종로구	11110	 홍파동	경희궁자이(2단지)	   174,000	2020	6	18	2017	84.836	16
202006	서울특별시종로구	11110	 홍파동	경희궁자이(2단지)	   160,000	2020	6	22	2017	84.99	4
202006	서울특별시종로구	11110	 홍파동	경희궁자이(2단지)	   160,500	2020	6	25	2017	84.944	4
202006	서울특별시종로구	11110	 홍파동	경희궁자이(2단지)	   166,000	2020	6	26	2017	84.99	18
202006	서울특별시종로구	11110	 홍파동	경희궁자이(2단지)	   163,500	2020	6	27	2017	84.907	6
202006	서울특별시종로구	11110	 홍파동	경희궁자이(2단지)	   165,000	2020	6	27	2017	84.836	10
202006	서울특별시종로구	11110	 홍파동	경희궁자이(2단지)	   172,000	2020	6	27	2017	84.614	7
202006	서울특별시종로구	11110	 홍파동	경희궁자이(2단지)	   142,000	2020	6	30	2017	59.855	7
202006	서울특별시종로구	11110	 홍파동	경희궁자이(2단지)	   162,500	2020	6	30	2017	84.907	19
202006	서울특별시종로구	11110	 교북동	동아	    62,000	2020	6	16	1995	59.98	10
202006	서울특별시종로구	11110	 구기동	마운틴뷰	    40,000	2020	6	12	2019	76.66	1
202006	서울특별시종로구	11110	 평창동	롯데낙천대	    78,000	2020	6	4	2001	110.53	5
202006	서울특별시종로구	11110	 평창동	롯데낙천대	    80,200	2020	6	8	2001	110.53	4
202006	서울특별시종로구	11110	 평창동	롯데낙천대	    85,000	2020	6	16	2001	133.34	1
202006	서울특별시종로구	11110	 평창동	엘리시아	    85,000	2020	6	17	2009	200.19	3
202006	서울특별시종로구	11110	 평창동	엘리시아	    80,000	2020	6	19	2009	200.19	5
202006	서울특별시종로구	11110	 평창동	밀레니엄	    72,700	2020	6	24	2004	110.61	3
202006	서울특별시종로구	11110	 평창동	밀레니엄	    72,000	2020	6	27	2004	108.18	3
202006	서울특별시종로구	11110	 무악동	무악다온채	    57,000	2020	6	8	2011	84.82	2
202006	서울특별시종로구	11110	 무악동	현대	   100,450	2020	6	12	2000	84.92	18
202006	서울특별시종로구	11110	 무악동	인왕산아이파크	    93,000	2020	6	13	2008	59.993	17
202006	서울특별시종로구	11110	 무악동	인왕산아이파크	   110,500	2020	6	15	2008	84.858	9
202006	서울특별시종로구	11110	 무악동	인왕산아이파크	   135,000	2020	6	16	2008	114.931	12
202006	서울특별시종로구	11110	 무악동	현대	    77,970	2020	6	16	2000	60	6
202006	서울특별시종로구	11110	 무악동	현대	   101,460	2020	6	16	2000	84.92	14
202006	서울특별시종로구	11110	 무악동	인왕산아이파크	   139,000	2020	6	17	2008	114.931	13
202006	서울특별시종로구	11110	 무악동	현대	   111,990	2020	6	18	2000	114.9	12
202006	서울특별시종로구	11110	 무악동	현대	   109,900	2020	6	20	2000	114.9	8
202006	서울특별시종로구	11110	 무악동	현대	   115,000	2020	6	20	2000	114.9	7
202006	서울특별시종로구	11110	 무악동	현대	   100,990	2020	6	23	2000	84.92	13
202006	서울특별시종로구	11110	 무악동	인왕산아이파크	    97,000	2020	6	23	2008	84.858	2
202006	서울특별시종로구	11110	 무악동	인왕산아이파크	   120,000	2020	6	27	2008	84.858	9
202006	서울특별시종로구	11110	 무악동	현대	    74,990	2020	6	27	2000	60	6
202006	서울특별시종로구	11110	 무악동	현대	   110,900	2020	6	30	2000	114.9	4
202006	서울특별시중구	11140	 회현동1가	남산 SK LEADERS VIEW	   160,000	2020	6	7	2010	205.62	18
202006	서울특별시중구	11140	 회현동1가	남산 롯데캐슬 아이리스	   120,000	2020	6	8	2011	113.46	27
202006	서울특별시중구	11140	 회현동1가	남산 롯데캐슬 아이리스	   135,000	2020	6	9	2011	133.98	14
202006	서울특별시중구	11140	 회현동1가	남산 SK LEADERS VIEW	   175,000	2020	6	9	2010	205.62	24
202006	서울특별시중구	11140	 회현동1가	남산 롯데캐슬 아이리스	   140,000	2020	6	17	2011	133.98	11
202006	서울특별시중구	11140	 회현동1가	남산 SK LEADERS VIEW	   124,000	2020	6	19	2010	115.04	14
202006	서울특별시중구	11140	 회현동1가	남산 SK LEADERS VIEW	   131,000	2020	6	22	2010	137.53	10
202006	서울특별시중구	11140	 회현동1가	남산 롯데캐슬 아이리스	   145,000	2020	6	25	2011	133.98	20
202006	서울특별시중구	11140	 회현동2가	쌍용남산플래티넘	   140,000	2020	6	5	2010	139.8	29
202006	서울특별시중구	11140	 회현동2가	쌍용남산플래티넘	   184,000	2020	6	20	2010	177	13
202006	서울특별시중구	11140	 회현동2가	쌍용남산플래티넘	   130,000	2020	6	27	2010	166.24	5
202006	서울특별시중구	11140	 회현동2가	쌍용남산플래티넘	   145,000	2020	6	29	2010	166.24	11
202006	서울특별시중구	11140	 회현동2가	쌍용남산플래티넘	   179,500	2020	6	30	2010	177	32
202006	서울특별시중구	11140	 남산동2가	남산퍼시픽	    81,500	2020	6	26	2003	108.78	5
202006	서울특별시중구	11140	 충무로4가	남산센트럴 자이	    89,500	2020	6	2	2009	82.413	16
202006	서울특별시중구	11140	 충무로4가	진양상가	    62,500	2020	6	4	1970	95.8	13
202006	서울특별시중구	11140	 충무로4가	남산센트럴 자이	    95,500	2020	6	15	2009	89.307	6
202006	서울특별시중구	11140	 충무로4가	남산센트럴 자이	   103,700	2020	6	17	2009	114.84	20
202006	서울특별시중구	11140	 충무로4가	남산센트럴 자이	   135,500	2020	6	19	2009	160.505	23
202006	서울특별시중구	11140	 충무로4가	남산센트럴 자이	    89,900	2020	6	23	2009	82.413	16
202006	서울특별시중구	11140	 충무로4가	남산센트럴 자이	    89,900	2020	6	23	2009	82.413	16
202006	서울특별시중구	11140	 충무로5가	충무로헤센스마트	    27,300	2020	6	1	2018	21.04	4
202006	서울특별시중구	11140	 충무로5가	충무로엘크루메크로시티2	    23,300	2020	6	8	2016	22.75	16
202006	서울특별시중구	11140	 충무로5가	충무로헤센스마트	    40,000	2020	6	10	2018	40.65	3
202006	서울특별시중구	11140	 충무로5가	충무로엘크루메크로시티2	    23,300	2020	6	26	2016	22.75	15
202006	서울특별시중구	11140	 충무로5가	충무로헤센스마트	    40,000	2020	6	30	2018	40.65	3
202006	서울특별시중구	11140	 인현동2가	신성상가	    21,000	2020	6	9	1968	41.62	8
202006	서울특별시중구	11140	 인현동2가	신성상가	    21,000	2020	6	13	1968	41.62	8
202006	서울특별시중구	11140	 인현동2가	신성상가	    20,100	2020	6	15	1968	40.13	10
202006	서울특별시중구	11140	 인현동2가	신성상가	    20,100	2020	6	20	1968	40.13	10
202006	서울특별시중구	11140	 을지로5가	삼성파크빌(39-1)	    70,000	2020	6	17	2006	84.96	12
202006	서울특별시중구	11140	 산림동	대림상가	    46,600	2020	6	1	1972	83.31	5
202006	서울특별시중구	11140	 신당동	프라임1	    54,500	2020	6	1	2003	60.42	5
202006	서울특별시중구	11140	 신당동	약수하이츠	    72,000	2020	6	2	1999	57.63	10
202006	서울특별시중구	11140	 신당동	삼성	    86,900	2020	6	2	1999	84.96	8
202006	서울특별시중구	11140	 신당동	한진해모로	    63,400	2020	6	2	2001	59.76	4
202006	서울특별시중구	11140	 신당동	삼성	    78,400	2020	6	3	1999	59.98	13
202006	서울특별시중구	11140	 신당동	삼성	    92,800	2020	6	3	1999	84.96	13
202006	서울특별시중구	11140	 신당동	신당푸르지오	    82,500	2020	6	3	2005	59.85	5
202006	서울특별시중구	11140	 신당동	남산타운	   102,000	2020	6	4	2002	84.88	12
202006	서울특별시중구	11140	 신당동	남산타운	   123,000	2020	6	5	2002	114.88	6
202006	서울특별시중구	11140	 신당동	삼성	    80,000	2020	6	5	1999	59.98	15
202006	서울특별시중구	11140	 신당동	청구e편한세상	   125,750	2020	6	5	2011	84.95	10
202006	서울특별시중구	11140	 신당동	삼성	    81,000	2020	6	5	1999	59.98	14
202006	서울특별시중구	11140	 신당동	약수하이츠	   107,000	2020	6	6	1999	84.88	7
202006	서울특별시중구	11140	 신당동	현대	    65,000	2020	6	6	1993	66.6	12
202006	서울특별시중구	11140	 신당동	약수하이츠	    81,000	2020	6	6	1999	57.63	20
202006	서울특별시중구	11140	 신당동	약수하이츠	    80,800	2020	6	8	1999	57.63	10
202006	서울특별시중구	11140	 신당동	신당푸르지오	    93,000	2020	6	9	2005	84.39	20
202006	서울특별시중구	11140	 신당동	약수하이츠	    87,800	2020	6	9	1999	65.37	8
202006	서울특별시중구	11140	 신당동	남산타운	   131,000	2020	6	9	2002	114.88	12
202006	서울특별시중구	11140	 신당동	남산타운	    89,900	2020	6	9	2002	59.94	17
202006	서울특별시중구	11140	 신당동	한진해모로	    65,100	2020	6	10	2001	59.76	3
202006	서울특별시중구	11140	 신당동	남산타운	    88,000	2020	6	10	2002	59.94	17
202006	서울특별시중구	11140	 신당동	삼성	    76,000	2020	6	10	1999	59.97	2
202006	서울특별시중구	11140	 신당동	삼성	   100,000	2020	6	11	1999	114.91	15
202006	서울특별시중구	11140	 신당동	한진해모로	    62,500	2020	6	11	2001	59.76	1
202006	서울특별시중구	11140	 신당동	남산타운	   100,000	2020	6	12	2002	84.88	3
202006	서울특별시중구	11140	 신당동	남산타운	   125,000	2020	6	12	2002	114.88	15
202006	서울특별시중구	11140	 신당동	현대	    90,000	2020	6	12	1993	139.275	2
202006	서울특별시중구	11140	 신당동	남산타운	    88,700	2020	6	12	2002	59.94	10
202006	서울특별시중구	11140	 신당동	래미안하이베르	    92,500	2020	6	12	2011	59.74	14
202006	서울특별시중구	11140	 신당동	현대	    89,000	2020	6	12	1993	122.275	5
202006	서울특별시중구	11140	 신당동	약수하이츠	   115,000	2020	6	13	1999	114.92	9
202006	서울특별시중구	11140	 신당동	약수하이츠	   110,000	2020	6	13	1999	84.88	13
202006	서울특별시중구	11140	 신당동	남산타운	   107,000	2020	6	13	2002	84.88	16
202006	서울특별시중구	11140	 신당동	삼성	    83,300	2020	6	13	1999	84.96	2
202006	서울특별시중구	11140	 신당동	남산타운	   107,000	2020	6	13	2002	84.88	13
202006	서울특별시중구	11140	 신당동	남산타운	    89,000	2020	6	13	2002	59.94	7
202006	서울특별시중구	11140	 신당동	남산타운	    82,500	2020	6	13	2002	59.94	18
202006	서울특별시중구	11140	 신당동	청구e편한세상	   115,000	2020	6	14	2011	84.95	1
202006	서울특별시중구	11140	 신당동	남산타운	    94,500	2020	6	15	2002	84.88	1
202006	서울특별시중구	11140	 신당동	현대	    78,000	2020	6	15	1993	83.97	12
202006	서울특별시중구	11140	 신당동	남산타운	   125,000	2020	6	15	2002	114.88	8
202006	서울특별시중구	11140	 신당동	래미안하이베르	   114,800	2020	6	15	2011	117	8
202006	서울특별시중구	11140	 신당동	남산타운	    94,500	2020	6	15	2002	84.88	1
202006	서울특별시중구	11140	 신당동	남산타운	   107,000	2020	6	15	2002	84.88	5
202006	서울특별시중구	11140	 신당동	한진해모로	    74,700	2020	6	15	2001	84.96	2
202006	서울특별시중구	11140	 신당동	청구e편한세상	   103,000	2020	6	15	2011	59.89	3
202006	서울특별시중구	11140	 신당동	남산타운	    85,500	2020	6	16	2002	59.94	17
202006	서울특별시중구	11140	 신당동	남산타운	    88,000	2020	6	16	2002	59.94	11
202006	서울특별시중구	11140	 신당동	현대	    93,000	2020	6	16	1993	139.275	12
202006	서울특별시중구	11140	 신당동	현대	    95,000	2020	6	16	1993	139.275	13
202006	서울특별시중구	11140	 신당동	래미안하이베르	   110,000	2020	6	16	2011	117	2
202006	서울특별시중구	11140	 신당동	남산타운	   103,500	2020	6	17	2002	84.88	12
202006	서울특별시중구	11140	 신당동	현대	    83,000	2020	6	17	1993	122.275	1
202006	서울특별시중구	11140	 신당동	약수하이츠	    78,000	2020	6	17	1999	57.63	11
202006	서울특별시중구	11140	 신당동	약수하이츠	   110,000	2020	6	17	1999	84.88	14
202006	서울특별시중구	11140	 신당동	남산타운	   100,000	2020	6	17	2002	84.88	3
202006	서울특별시중구	11140	 신당동	남산타운	    89,900	2020	6	19	2002	59.94	8
202006	서울특별시중구	11140	 신당동	남산타운	    89,990	2020	6	19	2002	59.94	13
202006	서울특별시중구	11140	 신당동	약수하이츠	   110,000	2020	6	19	1999	84.88	18
202006	서울특별시중구	11140	 신당동	약수하이츠	    95,000	2020	6	19	1999	65.37	5
202006	서울특별시중구	11140	 신당동	프라임2	    45,000	2020	6	20	2003	67.33	5
202006	서울특별시중구	11140	 신당동	현대	    70,000	2020	6	20	1993	66.6	7
202006	서울특별시중구	11140	 신당동	삼성	    75,500	2020	6	20	1999	59.97	2
202006	서울특별시중구	11140	 신당동	현대	    86,000	2020	6	20	1993	122.275	7
202006	서울특별시중구	11140	 신당동	남산타운	   104,000	2020	6	20	2002	84.88	16
202006	서울특별시중구	11140	 신당동	래미안하이베르	    91,500	2020	6	20	2011	59.95	7
202006	서울특별시중구	11140	 신당동	약수하이츠	   110,000	2020	6	22	1999	84.88	8
202006	서울특별시중구	11140	 신당동	남산타운	    83,500	2020	6	22	2002	59.94	10
202006	서울특별시중구	11140	 신당동	남산정은스카이	    90,000	2020	6	23	2005	143.049	4
202006	서울특별시중구	11140	 신당동	프라임1	    58,000	2020	6	23	2003	82.17	3
202006	서울특별시중구	11140	 신당동	약수하이츠	   100,000	2020	6	23	1999	84.88	2
202006	서울특별시중구	11140	 신당동	남산타운	    92,200	2020	6	24	2002	59.94	18
202006	서울특별시중구	11140	 신당동	남산타운	   120,000	2020	6	25	2002	114.88	6
202006	서울특별시중구	11140	 신당동	현대	    90,000	2020	6	25	1993	122.275	12
202006	서울특별시중구	11140	 신당동	약수하이츠	    91,500	2020	6	25	1999	57.63	8
202006	서울특별시중구	11140	 신당동	남산타운	   133,000	2020	6	26	2002	114.88	6
202006	서울특별시중구	11140	 신당동	약수하이츠	    97,000	2020	6	26	1999	84.88	1
202006	서울특별시중구	11140	 신당동	약수하이츠	    89,900	2020	6	27	1999	65.37	11
202006	서울특별시중구	11140	 신당동	약수하이츠	   125,000	2020	6	27	1999	114.92	6
202006	서울특별시중구	11140	 신당동	약수하이츠	   110,000	2020	6	27	1999	84.88	16
202006	서울특별시중구	11140	 신당동	남산타운	   108,000	2020	6	27	2002	84.88	14
202006	서울특별시중구	11140	 신당동	청구e편한세상	   130,000	2020	6	27	2011	84.96	8
202006	서울특별시중구	11140	 신당동	청구e편한세상	   120,000	2020	6	29	2011	84.95	3
202006	서울특별시중구	11140	 신당동	삼성	    89,500	2020	6	29	1999	114.91	1
202006	서울특별시중구	11140	 신당동	약수하이츠	   115,000	2020	6	29	1999	114.92	5
202006	서울특별시중구	11140	 신당동	남산타운	    89,500	2020	6	30	2002	59.94	4
202006	서울특별시중구	11140	 흥인동	동대문 와이즈 캐슬	    17,000	2020	6	10	2014	15.55	8
202006	서울특별시중구	11140	 흥인동	동대문 와이즈 캐슬	    16,900	2020	6	13	2014	15.55	11
202006	서울특별시중구	11140	 흥인동	동대문 와이즈 캐슬	    17,000	2020	6	29	2014	15.55	14
202006	서울특별시중구	11140	 황학동	롯데캐슬	    74,000	2020	6	1	2008	59.91	25
202006	서울특별시중구	11140	 황학동	롯데캐슬	   119,000	2020	6	1	2008	114.9	32
202006	서울특별시중구	11140	 황학동	롯데캐슬	    89,000	2020	6	2	2008	84.92	19
202006	서울특별시중구	11140	 황학동	롯데캐슬	    87,500	2020	6	2	2008	84.97	18
202006	서울특별시중구	11140	 황학동	황학아크로타워	    87,000	2020	6	4	2010	84.893	19
202006	서울특별시중구	11140	 황학동	황학아크로타워	    87,000	2020	6	4	2010	84.962	8
202006	서울특별시중구	11140	 황학동	롯데캐슬	    94,800	2020	6	5	2008	84.92	33
202006	서울특별시중구	11140	 황학동	롯데캐슬	    92,500	2020	6	10	2008	84.97	19
202006	서울특별시중구	11140	 황학동	롯데캐슬	    93,000	2020	6	11	2008	84.89	31
202006	서울특별시중구	11140	 황학동	황학아크로타워	    95,000	2020	6	11	2010	117.367	10
202006	서울특별시중구	11140	 황학동	롯데캐슬	    91,000	2020	6	12	2008	84.97	9
202006	서울특별시중구	11140	 황학동	황학아크로타워	    85,000	2020	6	12	2010	84.893	5
202006	서울특별시중구	11140	 황학동	황학아크로타워	    89,500	2020	6	13	2010	109.146	14
202006	서울특별시중구	11140	 황학동	롯데캐슬	    90,000	2020	6	16	2008	84.97	12
202006	서울특별시중구	11140	 황학동	황학아크로타워	    89,000	2020	6	16	2010	109.146	6
202006	서울특별시중구	11140	 황학동	롯데캐슬	    88,700	2020	6	19	2008	84.89	23
202006	서울특별시중구	11140	 황학동	황학동 코아루	    78,000	2020	6	21	2010	84.95	11
202006	서울특별시중구	11140	 황학동	롯데캐슬	    92,500	2020	6	24	2008	84.92	10
202006	서울특별시중구	11140	 황학동	롯데캐슬	    90,000	2020	6	26	2008	84.97	13
202006	서울특별시중구	11140	 황학동	롯데캐슬	    74,000	2020	6	26	2008	59.94	26
202006	서울특별시중구	11140	 황학동	롯데캐슬	    74,000	2020	6	26	2008	59.94	26
202006	서울특별시중구	11140	 황학동	롯데캐슬	    89,700	2020	6	27	2008	84.97	32
202006	서울특별시중구	11140	 황학동	롯데캐슬	   124,500	2020	6	27	2008	114.9	23
202006	서울특별시중구	11140	 황학동	롯데캐슬	    75,000	2020	6	27	2008	59.91	32
202006	서울특별시중구	11140	 황학동	롯데캐슬	   115,000	2020	6	27	2008	114.9	10
202006	서울특별시중구	11140	 황학동	롯데캐슬	    73,800	2020	6	27	2008	59.94	32
202006	서울특별시중구	11140	 황학동	황학아크로타워	   110,500	2020	6	28	2010	134.301	20
202006	서울특별시중구	11140	 황학동	신당블루카운티	    45,000	2020	6	29	2016	59.95	9
202006	서울특별시중구	11140	 황학동	롯데캐슬	    79,000	2020	6	29	2008	59.94	28
202006	서울특별시중구	11140	 황학동	롯데캐슬	    82,000	2020	6	30	2008	59.91	32
202006	서울특별시중구	11140	 황학동	롯데캐슬	    74,900	2020	6	30	2008	59.91	8
202006	서울특별시중구	11140	 황학동	신당블루카운티	    44,000	2020	6	30	2016	59.95	6
202006	서울특별시중구	11140	 순화동	바비엥3	    50,000	2020	6	10	2006	70.46	13
202006	서울특별시중구	11140	 순화동	바비엥3	    52,000	2020	6	13	2006	70.81	13
202006	서울특별시중구	11140	 순화동	덕수궁롯데캐슬	    89,000	2020	6	14	2016	56.2897	9
202006	서울특별시중구	11140	 순화동	바비엥3	    51,000	2020	6	15	2006	63.64	15
202006	서울특별시중구	11140	 순화동	순화동더샵	    64,000	2020	6	21	2007	57.58	8
202006	서울특별시중구	11140	 순화동	덕수궁롯데캐슬	    93,500	2020	6	30	2016	56.2897	6
202006	서울특별시중구	11140	 중림동	삼성사이버빌리지	   104,000	2020	6	13	2001	84.95	16
202006	서울특별시중구	11140	 중림동	삼성사이버빌리지	   135,000	2020	6	16	2001	114.54	17
202006	서울특별시중구	11140	 중림동	삼성사이버빌리지	   104,000	2020	6	20	2001	59.93	15
202006	서울특별시중구	11140	 중림동	삼성사이버빌리지	    99,000	2020	6	27	2001	59.93	3
202006	서울특별시중구	11140	 중림동	삼성사이버빌리지	   119,000	2020	6	28	2001	84.95	16
202006	서울특별시중구	11140	 중림동	삼성사이버빌리지	   128,000	2020	6	29	2001	114.77	9
202006	서울특별시중구	11140	 만리동1가	대우디오빌	    62,500	2020	6	6	2005	56.66	10
